建築物名稱,類別,電腦編號,村里別,地址,緯經度,地下樓層數,可容量人數,備註
兆赫電子股份公司,公寓,HNL00120,鳳山村,新竹縣湖口鄉鳳山村文化路2號,"24.8617626,121.0093076",1,253.0,
多聯科技司,公寓,HNL00121,鳳山村,新竹縣湖口鄉鳳山村仁政路12號,"24.8679415,121.009722",1,160.0,
三皇企業公司,公寓,HNL00122,鳳山村,新竹縣湖口鄉鳳山村復興路28號,"24.8691314,121.00476",1,106.0,
美強光學公司,公寓,HNL00123,鳳山村,新竹縣湖口鄉鳳山村中華路13號,"24.8687299,121.007101",1,570.0,
榮錦塑膠工業,公寓,HNL00124,鳳山村,新竹縣湖口鄉鳳山村文化路28號,"24.8685059,121.014684",1,269.0,
巍昌兄弟公司,公寓,HNL00125,鳳山村,新竹縣湖口鄉鳳山村大同路21號,"24.8717846,121.0006521",1,60.0,
厚聲電阻公司,公寓,HNL00126,鳳山村,新竹縣湖口鄉鳳山村三民路17號,"24.870955,121.001661",1,85.0,
原聚化工,公寓,HNL00127,鳳山村,新竹縣湖口鄉鳳山村自強路7號,"24.8621725,121.0062945",1,161.0,
隆山元工業,公寓,HNL00128,鳳山村,新竹縣湖口鄉鳳山村復興路38號,"24.8703935,121.002907",1,284.0,
南豐工業公司,公寓,HNL00129,鳳山村,新竹縣湖口鄉鳳山村大同路1號,"24.86797,120.9964372",1,136.0,
台灣花王,公寓,HNL00130,鳳山村,新竹縣湖口鄉鳳山村中華路6號,"24.865288,121.0060481",1,742.0,
允力實業公司,公寓,HNL00131,鳳山村,新竹縣湖口鄉鳳山村文化路9號,"24.8645225,121.0108318",1,144.0,
香澤實業股份有限,公寓,HNL00132,鳳山村,新竹縣湖口鄉鳳山村仁政路10號,"24.8675264,121.0100804",1,36.0,
三陽工業公司,公寓,HNL00133,鳳山村,新竹縣湖口鄉鳳山村三民路19號,"24.8691434,121.0007329",1,516.0,
富士達股份公司,公寓,HNL00134,鳳山村,新竹縣湖口鄉鳳山村文化路12號,"24.8644444,121.0110885",1,188.0,
和鑫光電公司-張錫強,公寓,HNL00135,鳳山村,新竹縣湖口鄉鳳山村1鄰文化路2號,"24.8617576,121.0092623",1,54.0,
麥登工業公司,公寓,HNL00136,鳳山村,新竹縣湖口鄉鳳山村仁政路13號,"24.867819,121.008673",1,138.0,
士林電機電裝廠,公寓,HNL00137,鳳山村,新竹縣湖口鄉鳳山村中華路17號,"24.8732269,121.0093454",1,358.0,
晶兆成公司,公寓,HNL00138,鳳山村,新竹縣湖口鄉鳳山村文化路26號,"24.8683857,121.0140454",1,146.0,
四維企業-楊斌彥,公寓,HNL00139,鳳山村,新竹縣湖口鄉鳳山村三民路21號,"24.8702599,121.0019963",1,2624.0,
唐榮科技園區,公寓,HNL00140,鳳山村,新竹縣湖口鄉鳳山村新興路458號,"24.875007,121.003165",1,702.0,
華淵電機,公寓,HNL00141,鳳山村,新竹縣湖口鄉鳳山村中華路18號,"24.8700906,121.0089946",1,906.0,
翔勝企業,公寓,HNL00142,鳳山村,新竹縣湖口鄉鳳山村仁愛路11號,"24.8717151,121.0107518",1,73.0,
添鴻科技公司,公寓,HNL00143,鳳山村,新竹縣湖口鄉鳳山村三民路12號,"24.8708596,121.0033848",1,81.0,
向陽科技,公寓,HNL00144,鳳山村,新竹縣湖口鄉鳳山村復興路16號,"24.8672045,121.0081466",1,93.0,
卓韋光電公司,公寓,HNL00145,鳳山村,新竹縣湖口鄉鳳山村仁德路8號,"24.87044,121.010972",1,148.0,
丸正科技公司,公寓,HNL00146,鳳山村,新竹縣湖口鄉鳳山村光復南路39號,"24.860327,121.019829",1,464.0,
博威電子公司,公寓,HNL00147,鳳山村,新竹縣湖口鄉鳳山村光復路79號,"24.8607489,121.018824",1,166.0,
誼虹電子公司,公寓,HNL00148,鳳山村,新竹縣湖口鄉鳳山村光復南路38號,"24.8604123,121.0194242",1,89.0,
創圓科技公司,公寓,HNL00149,鳳山村,新竹縣湖口鄉鳳山村光復南路51號,"24.858416,121.0185927",1,1346.0,
台灣耶馬都惠須龍,公寓,HNL00150,鳳山村,新竹縣湖口鄉鳳山村光復南路53號,"24.85813,121.0186599",1,228.0,
銀菏光電公司,公寓,HNL00151,鳳山村,新竹縣湖口鄉鳳山村光復南路50號,"24.8590397,121.0184135",1,837.0,
聯怡耐火陶瓷,公寓,HNL00152,鳳山村,新竹縣湖口鄉鳳山村光復南路40號,"24.8601752,121.019321",1,52.0,
奈晶科技公司,公寓,HNL00153,鳳山村,新竹縣湖口鄉鳳山村光復南路49號,"24.858628,121.018798",1,37.0,
聯亞製藥公司,公寓,HNL00154,中興村,新竹縣湖口鄉中興村光復北路45號,"24.8738001,121.0291998",1,241.0,
毛寶公司,公寓,HNL00155,勝利村,新竹縣湖口鄉勝利村實踐路19號,"24.866423,121.0162525",1,242.0,
台灣伊奈公司,公寓,HNL00156,勝利村,新竹縣湖口鄉勝利村實踐路18號,"24.8652766,121.0149352",1,161.0,
大全彩藝,公寓,HNL00157,勝利村,新竹縣湖口鄉勝利村光復路28號,"24.867908,121.021751",1,297.0,
儒成工業有限公司,公寓,HNL00158,勝利村,新竹縣湖口鄉勝利村36鄰光復北路66號,"24.8688694,121.0195559",1,208.0,
瑞軒科技公司,公寓,HNL00159,勝利村,新竹縣湖口鄉勝利村36鄰工業三路2號,"24.8667503,121.0161091",1,973.0,
寰邦科技公司,公寓,HNL00160,勝利村,新竹縣湖口鄉勝利村光復路77號,"24.8613091,121.0183854",1,1296.0,
味島食品,公寓,HNL00161,勝利村,新竹縣湖口鄉勝利村實踐路8號,"24.8688354,121.0167111",1,188.0,
晟德大藥廠,大樓,HNL00162,勝利村,新竹縣湖口鄉勝利村22鄰實踐路2號,"24.8695163,121.0179425",1,509.0,
長春人造樹脂公司,大樓,HNL00163,鳳山村,新竹縣湖口鄉鳳山村1鄰中華路8號,"24.8670307,121.0064418",1,718.0,
力成科技,公寓,HNL00164,鳳山村,新竹縣湖口鄉鳳山村1鄰大同路10號,"24.8693044,120.9983556",1,16980.0,
濟生化學,公寓,HNL00165,勝利村,新竹縣湖口鄉勝利村實踐路3號,"24.8681295,121.0179264",1,202.0,
晃誼公司,公寓,HNL00166,鳳山村,新竹縣湖口鄉鳳山村工業五路21號,"24.8585959,121.0142694",1,142.0,
華友材料應用高分子部,公寓,HNL00167,鳳山村,新竹縣湖口鄉鳳山村工業五路17號,"24.858606,121.0144625",1,134.0,
台灣日美股份公司,公寓,HNL00168,中興村,新竹縣湖口鄉中興村光復北路36號,"24.8735557,121.0257971",1,178.0,
台惟工業,公寓,HNL00169,中興村,新竹縣湖口鄉中興村光復路14號,"24.8709527,121.0280674",1,561.0,
達虹股份公司,公寓,HNL00170,中興村,新竹縣湖口鄉中興村光復路12號,"24.870958,121.0283361",1,474.0,
躍欣生技醫藥,公寓,HNL00171,中興村,新竹縣湖口鄉中興村光復路10號,"24.8713353,121.0296487",1,320.0,
華友材料,公寓,HNL00172,鳳山村,新竹縣湖口鄉鳳山村工業五路2號,"24.8585276,121.0158375",1,293.0,
榮創光電,公寓,HNL00173,鳳山村,新竹縣湖口鄉鳳山村工業五路13號,"24.8583783,121.0150884",1,114.0,
大正製藥股份公司,公寓,HNL00174,中興村,新竹縣湖口鄉中興村光復北路69號,"24.8727475,121.0236905",1,194.0,
台惟工業,公寓,HNL00175,中興村,新竹縣湖口鄉中興村光復路14號,"24.8709527,121.0280674",1,561.0,
威利盟光電公司,公寓,HNL00176,中興村,新竹縣湖口鄉中興村光復北路20號,"24.875401,121.032264",1,314.0,
錸德科技公司-警衛室樓下,公寓,HNL00177,中興村,新竹縣湖口鄉中興村光復北路50號,"24.871612,121.021175",1,156.0,
立達鋼鐵公司,公寓,HNL00178,中興村,新竹縣湖口鄉中興村光復路22號,"24.8697397,121.0234737",1,237.0,
麥特化學工業,公寓,HNL00179,中興村,新竹縣湖口鄉中興村光復北路77號,"24.8708663,121.0212962",1,237.0,
岩田友嘉塗料機械,公寓,HNL00180,中興村,新竹縣湖口鄉中興村光復北路31號,"24.8745995,121.0329504",1,153.0,
鑫晶鑽公司,公寓,HNL00181,中興村,新竹縣湖口鄉中興村光復北路35號,"24.8746685,121.0318259",1,376.0,
中正國中,公寓,HNL00182,鳳凰村,新竹縣湖口鄉鳳凰村仁興路2號,"24.8749514,121.0120078",1,509.0,
華興國小,公寓,HNL00183,鳳凰村,新竹縣湖口鄉鳳凰村文化路171號,"24.8741833,121.0200479",1,233.0,
台灣田邊製藥股份公司,公寓,HNL00184,勝利村,新竹縣湖口鄉勝利村30鄰光復北路97號,"24.8662863,121.0184807",1,460.0,
華立企業公司,公寓,HNL00185,勝利村,新竹縣湖口鄉勝利村實踐路14號,"24.8670888,121.016383",1,820.0,
翔泓科技,公寓,HNL00186,勝利村,新竹縣湖口鄉勝利村光復南路47號,"24.858936,121.018966",1,46.0,
日鼎公司,公寓,HNL00187,勝利村,新竹縣湖口鄉勝利村光復路36號,"24.8655494,121.0207999",1,64.0,
朝陽電裝,公寓,HNL00188,勝利村,新竹縣湖口鄉勝利村實踐路10號,"24.8681001,121.0159229",1,114.0,
東義科技,公寓,HNL00189,鳳山村,新竹縣湖口鄉鳳山村文化路15號,"24.8679177,121.0129353",1,72.0,
住電國際電子材料公司,公寓,HNL00190,鳳山村,新竹縣湖口鄉鳳山村工業五路19號,"24.858536,121.014466",1,105.0,
穩好高份子化學,公寓,HNL00191,勝利村,新竹縣湖口鄉勝利村29鄰光復北路80號,"24.8660342,121.018059",1,173.0,
一興國際公司,公寓,HNL00192,勝利村,新竹縣湖口鄉勝利村四維路2-1號,"24.8650632,121.0238117",1,132.0,
後大實業,公寓,HNL00193,勝利村,新竹縣湖口鄉勝利村光復南路10號,"24.8645498,121.022109",1,62.0,
沛可股份有限公司,公寓,HNL00194,勝利村,新竹縣湖口鄉勝利村31鄰四維路30號,"24.8617488,121.0207965",1,109.0,
禾邑實業公司,公寓,HNL00195,勝利村,新竹縣湖口鄉勝利村31鄰四維路10號,"24.8641505,121.022983",1,50.0,
誠遠科技,公寓,HNL00196,勝利村,新竹縣湖口鄉勝利村光復南路34號,"24.8614575,121.0198471",1,41.0,
誼虹電子公司,公寓,HNL00197,勝利村,新竹縣湖口鄉勝利村光復南路38號,"24.8604123,121.0194242",1,69.0,
台灣信越矽利光公司,公寓,HNL00198,勝利村,新竹縣湖口鄉勝利村光復南路15號,"24.8633152,121.0219078",1,192.0,
禧通科技公司,公寓,HNL00199,勝利村,新竹縣湖口鄉勝利村光復南路5號,"24.8654044,121.0230502",1,397.0,
台灣精星科技公司,公寓,HNL00200,勝利村,新竹縣湖口鄉勝利村實踐路12號,"24.8675367,121.0164149",1,88.0,
新利虹科技公司,公寓,HNL00201,勝利村,新竹縣湖口鄉勝利村光復路38號,"24.865049,121.0203767",1,272.0,
清晰科技,公寓,HNL00202,鳳凰村,新竹縣湖口鄉鳳凰村中華路124號,"24.8767195,121.0109534",1,226.0,
台灣富士材料公司,公寓,HNL00203,中興村,新竹縣湖口鄉中興村光復北路30號,"24.8738421,121.0276564",1,81.0,
坤輝科技公司,公寓,HNL00205,中興村,新竹縣湖口鄉中興村光復路8號,"24.8719827,121.0319996",1,162.0,
中慶工業公司,公寓,HNL00206,鳳山村,新竹縣湖口鄉鳳山村光復北路113號,"24.8620489,121.015863",1,164.0,
穩好高份子化學,公寓,HNL00207,勝利村,新竹縣湖口鄉勝利村實踐路35號,"24.8628513,121.0140787",1,94.0,
中日金屬,公寓,HNL00208,鳳山村,新竹縣湖口鄉鳳山村光復北路106號,"24.859575,121.013764",1,204.0,
速敏科技,公寓,HNL00209,鳳山村,新竹縣湖口鄉鳳山村工業四路14號,"24.8612488,121.0179315",1,54.0,
瑞耘科技,公寓,HNL00210,鳳山村,新竹縣湖口鄉鳳山村光復南路58號,"24.857534,121.0176295",1,432.0,
創圓科技公司,公寓,HNL00211,鳳山村,新竹縣湖口鄉鳳山村光復南路51號,"24.858416,121.0185927",1,52.0,
創圓科技公司,公寓,HNL00212,鳳山村,新竹縣湖口鄉鳳山村光復南路51號,"24.858416,121.0185927",1,78.0,
城東玻璃,公寓,HNL00213,鳳山村,新竹縣湖口鄉鳳山村光復南路43號,"24.8596213,121.019245",1,49.0,
互力精密化學公司,公寓,HNL00214,勝利村,新竹縣湖口鄉勝利村光復北路78號,"24.8664479,121.018077",1,585.0,
優美科技,公寓,HNL00215,勝利村,新竹縣湖口鄉勝利村光復南路29號,"24.8618259,121.0205236",1,68.0,
雅信精密製造公司,公寓,HNL00216,勝利村,新竹縣湖口鄉勝利村光復南路4號,"24.8652054,121.0223945",1,100.0,
崧智科技公司,公寓,HNL00217,勝利村,新竹縣湖口鄉勝利村光復南路12號,"24.8643725,121.0218676",1,80.0,
禧通科技,公寓,HNL00218,勝利村,新竹縣湖口鄉勝利村光復南路2號,"24.8658013,121.0225732",1,86.0,
有琍國際公司,公寓,HNL00219,勝利村,新竹縣湖口鄉勝利村光復南路18號,"24.863551,121.021236",1,65.0,
宇智網通公司,公寓,HNL00220,勝利村,新竹縣湖口鄉勝利村光復北路90號,"24.8640226,121.0166541",1,82.0,
禧通科技公司,公寓,HNL00221,勝利村,新竹縣湖口鄉勝利村光復南路5號,"24.8654044,121.0230502",1,48.0,
復盛精密,公寓,HNL00222,勝利村,新竹縣湖口鄉勝利村實踐路6號,"24.8692579,121.017074",1,233.0,
大城輪胎機械公司,公寓,HNL00224,鳳山村,新竹縣湖口鄉鳳山村實踐路33號,"24.8633271,121.0143175",1,60.0,
朝陽電裝,公寓,HNL00225,勝利村,新竹縣湖口鄉勝利村實踐路10號,"24.8681001,121.0159229",1,393.0,
光頡科技公司,公寓,HNL00226,勝利村,新竹縣湖口鄉勝利村光復北路70號,"24.868344,121.018577",1,393.0,
沛可公司,公寓,HNL00227,勝利村,新竹縣湖口鄉勝利村光復南路30號,"24.8620404,121.0205755",1,149.0,
長瀛科技,公寓,HNL00228,勝利村,新竹縣湖口鄉勝利村8鄰四維路12號,"24.8637995,121.0230604",1,46.0,
中國電器股份公司,公寓,HNL00229,中興村,新竹縣湖口鄉中興村光復北路81號,"24.8703532,121.0209334",1,373.0,
太宇公司,公寓,HNL00230,勝利村,新竹縣湖口鄉勝利村36鄰四維路5號,"24.8631939,121.0231621",1,388.0,
長榮公司,公寓,HNL00231,勝利村,新竹縣湖口鄉勝利村光復北路99號,"24.8654486,121.0178353",1,1493.0,
遠志工業公司,公寓,HNL00232,勝利村,新竹縣湖口鄉勝利村36鄰四維路8號,"24.8644213,121.0234542",1,86.0,
健喬信元醫藥公司,公寓,HNL00233,中興村,新竹縣湖口鄉中興村18鄰工業一路6號,"24.8705417,121.026351",1,622.0,
瑞士遠東公司,公寓,HNL00234,勝利村,新竹縣湖口鄉勝利村光復南路36號,"24.8612338,121.0198247",1,49.0,
宏森電能科技公司,公寓,HNL00235,鳳山村,新竹縣湖口鄉鳳山村1鄰仁政路3號,"24.864318,121.0041043",1,398.0,
全興工業,公寓,HNL00236,鳳山村,新竹縣湖口鄉鳳山村三民路3號,"24.867022,120.99766",1,4927.0,
一興化學公司,公寓,HNL00237,鳳山村,新竹縣湖口鄉鳳山村復興路24號,"24.8686574,121.0055386",1,88.0,
台灣普利司通,公寓,HNL00238,鳳山村,新竹縣湖口鄉鳳山村莊敬路1號,"24.8814458,121.0449768",1,1297.0,
工業區管理中心,公寓,HNL00239,鳳凰村,新竹縣湖口鄉鳳凰村中華路22號,"24.8720567,121.0099327",1,182.0,
四維企業公司,公寓,HNL00240,鳳山村,新竹縣湖口鄉鳳山村三民路21號,"24.8702599,121.0019963",1,2624.0,
精銘塑膠公司,公寓,HNL00241,鳳山村,新竹縣湖口鄉鳳山村仁德路12號,"24.8711407,121.0096548",1,134.0,
添鴻科技,公寓,HNL00242,鳳山村,新竹縣湖口鄉鳳山村三民路12號,"24.8708596,121.0033848",1,40.0,
長春人造樹脂公司,公寓,HNL00244,鳳山村,新竹縣湖口鄉鳳山村1鄰中華路8號,"24.8670307,121.0064418",1,2100.0,
台灣斯泰隆公司,公寓,HNL00245,鳳山村,新竹縣湖口鄉鳳山村1鄰仁政路17號,"24.8682137,121.0080911",1,100.0,
美磊科技公司,公寓,HNL00246,鳳山村,新竹縣湖口鄉鳳山村自強路18號,"24.8687695,120.9971495",1,153.0,
精中電企業,公寓,HNL00247,鳳山村,新竹縣湖口鄉鳳山村仁義路19號,"24.868757,121.0093493",1,60.0,
旭德科技公司,公寓,HNL00248,中興村,新竹縣湖口鄉中興村光復北路32號,"24.8736855,121.0268579",1,514.0,
旭德科技公司,公寓,HNL00249,中興村,新竹縣湖口鄉中興村19鄰光復北路32號,"24.8736855,121.0268579",1,3010.0,
丸正科技公司,公寓,HNL00250,鳳山村,新竹縣湖口鄉鳳山村光復南路39號,"24.860327,121.019829",1,176.0,
禧通科技,公寓,HNL00251,勝利村,新竹縣湖口鄉勝利村光復南路2號,"24.8658013,121.0225732",1,1154.0,
中興國小,公寓,HNL00252,中興村,新竹縣湖口鄉中興村吉祥街43號,"24.8666855,121.0283026",1,1034.0,
台灣精星科技公司,公寓,HNL00253,勝利村,新竹縣湖口鄉勝利村實踐路12號,"24.8675367,121.0164149",1,93.0,
城東玻璃,大樓,HNL00254,勝利村,新竹縣湖口鄉勝利村光復南路43號,"24.8596213,121.019245",1,486.0,
錸德科技,大樓,HNL00255,中興村,新竹縣湖口鄉中興村光復北路44、46號,"24.8725365,121.0227725",1,4852.0,
志同塑膠,公寓,HNL00256,鳳山村,新竹縣湖口鄉鳳山村仁義路6號,"24.868049,121.011754",1,64.0,
力成科技,公寓,HNL00257,鳳山村,新竹縣湖口鄉鳳山村三民路7號,"24.8675129,120.9984884",1,4180.0,
正文科技公司,公寓,HNL00258,鳳凰村,新竹縣湖口鄉鳳凰村仁愛路1號,"24.8706327,121.0127283",1,2769.0,
國碩科技,公寓,HNL00259,中興村,新竹縣湖口鄉中興村23鄰工業一路3號,"24.8717943,121.0262117",3,3744.0,
華興國小,公寓,HNL00260,鳳凰村,新竹縣湖口鄉鳳凰村文化路171號,"24.8741833,121.0200479",1,148.0,
前鼎光電公司,大樓,HNL00261,鳳山村,新竹縣湖口鄉鳳山村自強路3號,"24.8616232,121.0077957",1,2496.0,
台灣松電多層材料,公寓,HNL00262,勝利村,新竹縣湖口鄉勝利村光復路20-1號,"24.8700427,121.0241411",1,262.0,
勝創科技,公寓,HNL00263,中興村,新竹縣湖口鄉中興村光復路20號,"24.8700427,121.0241411",1,7646.0,
欣銓科技公司,大樓,HNL00264,鳳山村,新竹縣湖口鄉鳳山村文化路24號,"24.8679577,121.0135526",1,5464.0,
錸德科技公司,大樓,HNL00265,中興村,新竹縣湖口鄉中興村光復北路50-1號,"24.871612,121.021175",1,244.0,
博威電子公司,大樓,HNL00266,勝利村,新竹縣湖口鄉勝利村光復路79號,"24.8607489,121.018824",1,3373.0,
居易科技,大樓,HNL00267,鳳山村,新竹縣湖口鄉鳳山村復興路26號,"24.8690019,121.005393",1,869.0,
多聯科技股份有限公司,公寓,HNL00268,鳳山村,新竹縣湖口鄉鳳山村仁政路12號,"24.8679415,121.009722",1,1730.0,
新三興股份有限公司,公寓,HNL00269,鳳山村,新竹縣湖口鄉鳳山村仁義路8號,"24.8681005,121.011275",1,497.0,
利賓建設公司,大樓,HNL00270,勝利村,新竹縣湖口鄉勝利村蘭州路216號,"24.863896,121.024003",1,193.0,
悠立半導體公司,公寓,HNL00271,中興村,新竹縣湖口鄉中興村光復北路39號,"24.8742968,121.0308245",1,762.0,
力成科技,大樓,HNL00272,鳳山村,新竹縣湖口鄉鳳山村文化路26號,"24.8683857,121.0140454",1,5232.0,
恆顥科技,大樓,HNL00273,鳳山村,新竹縣湖口鄉鳳山村文化路2-1號,"24.8617626,121.0093076",1,5892.0,
錸德科技股份有限公司,大樓,HNL00274,中興村,新竹縣湖口鄉中興村光復北路50號,"24.871612,121.021175",1,5867.0,
欣銓科技公司,公寓,HNL00275,鳳山村,新竹縣湖口鄉鳳山村仁義路9號,"24.8680663,121.0108799",1,3090.0,
華興國小,公寓,HNL00276,鳳凰村,新竹縣湖口鄉鳳凰村文化路171號,"24.8741833,121.0200479",1,93.0,
達虹股份公司,大樓,HNL00277,中興村,新竹縣湖口鄉中興村光復路12號,"24.870958,121.0283361",1,11393.0,
德謙企業公司,公寓,HNL00278,勝利村,新竹縣湖口鄉勝利村光復北路92號,"24.863434,121.016132",1,1487.0,
國碩科技公司,大樓,HNL00279,中興村,新竹縣湖口鄉中興村工業一路3-1號,"24.8717943,121.0262117",1,1138.0,
辛耘晶技公司,大樓,HNL00280,鳳山村,新竹縣湖口鄉鳳山村中華路16號,"24.869372,121.008232",1,6326.0,
中華電信,大樓,HNL00281,鳳凰村,新竹縣湖口鄉鳳凰村25鄰中華路126號,"24.8775326,121.0105295",1,1332.0,
保力達公司,大樓,HNL00282,勝利村,新竹縣湖口鄉勝利村22鄰實踐路20-1號,"24.8653327,121.0149704",1,341.0,
力成科技公司,公寓,HNL00283,鳳山村,新竹縣湖口鄉鳳山村三民路7-1號,"24.8675129,120.9984884",1,3421.0,
世禾科技公司,公寓,HNL00284,鳳山村,新竹縣湖口鄉鳳山村仁政路18號,"24.868301,121.008903",1,605.0,
世霖建設,公寓,HNL00285,鳳凰村,新竹縣湖口鄉鳳凰村13鄰民享街8號,"24.8709803,121.0130618",1,300.0,
湖口鄉中興國小,公寓,HNL00286,勝利村,新竹縣湖口鄉勝利村吉祥街43號,"24.8666855,121.0283026",1,1033.0,
皇科企業,公寓,HNL00287,勝利村,新竹縣湖口鄉勝利村26鄰四維路7之1號,"24.8619814,121.0225545",1,1806.0,
曜昇建設,大樓,HNL00288,勝利村,新竹縣湖口鄉勝利村6鄰新生路185號,"24.8649878,121.0254813",1,765.0,
矽格股份有限公司,大樓,HNL00289,勝利村,新竹縣湖口鄉勝利村22鄰四維路1-1號,"24.8643452,121.0237105",2,7088.0,
榮和建設,大樓,HNL00290,中興村,新竹縣湖口鄉中興村2鄰鐵騎路186巷7弄6號,"24.8710353,121.0360065",1,2024.0,
"力成科技 股 公司",公寓,HNL00291,鳳山村,新竹縣湖口鄉鳳山村1鄰文化路4號,"24.862391,121.0095884",1,4200.0,
政信營造股份有限公司,大樓,HNL00292,勝利村,新竹縣湖口鄉勝利村12鄰蘭州二街40號,"24.8692044,121.0245503",1,145.0,
"聯合生物製藥 股 公司",大樓,HNL00293,中興村,新竹縣湖口鄉中興村26鄰光復北路45-1號,"24.8738001,121.0291998",1,3540.0,
力成科技股份有限公司,公寓,HNL00294,鳳山村,新竹縣湖口鄉鳳山村1鄰大同路15號,"24.8704759,120.999166",1,7720.0,
榮創能源科技股份有限公司,大樓,HNL00295,勝利村,新竹縣湖口鄉勝利村26鄰四維路7-1號,"24.8617136,121.0224491",1,1806.0,
雅信鑄造股份有限公司,公寓,HNL00296,鳳凰村,新竹縣湖口鄉鳳凰村25鄰中華路118號,"24.8753606,121.0117541",1,642.0,
多聯科技股份有限公司,大樓,HNL00297,鳳山村,新竹縣湖口鄉鳳山村1鄰仁政路12號,"24.867903,121.009615",1,2137.0,
力成科技股份有限公司,大樓,HNL00298,鳳山村,新竹縣湖口鄉鳳山村1鄰大同路15-1號,"24.8704759,120.999166",1,2710.0,
晶兆成科技,大樓,HNL00299,鳳山村,新竹縣湖口鄉鳳山村1鄰文化路20號,"24.8683748,121.013975",2,7365.0,
東方開發有限公司,大樓,HNL00300,鳳山村,新竹縣湖口鄉鳳山村10鄰仁樂路157號,"24.8727549,121.0112687",1,310.0,
大樓,大樓,HNL00301,鳳凰村,新竹縣湖口鄉鳳凰村仁和路87號,"24.8734771,121.0138309",1,116.0,
長春人造樹脂廠股份有限公司,公寓,HNL00302,鳳山村,新竹縣湖口鄉鳳山村中華路8號,"24.8670404,121.0064248",1,825.0,
金贊地產開發股份有限公司,大樓,HNL00303,中興村,新竹縣湖口鄉中興村24鄰錦州一街2號,"24.8694053,121.0290513",1,1360.0,
璟德電子工業-雙德投資,大樓,HNL00304,勝利村,新竹縣湖口鄉勝利村26鄰漢陽路165號,"24.8640237,121.0259612",2,8404.0,
雅信鑄造股份有限公司,大樓,HNL00305,勝利村,新竹縣湖口鄉勝利村26鄰光復南路4號,"24.8652054,121.0223945",1,910.0,
日揚科技,大樓,HNL00306,勝利村,新竹縣湖口鄉勝利村26鄰光復路32號,"24.8668665,121.021607",1,2396.0,
茂宇建設,大樓,HNL00307,中興村,新竹縣湖口鄉中興村21鄰吉祥街80號,"24.865994,121.0293521",2,3102.0,
東展建設,大樓,HNL00308,勝利村,新竹縣湖口鄉勝利村13鄰蘭州三街20號,"24.8687949,121.0237987",1,266.0,
台灣信越矽利光公司,公寓,HNL00309,勝利村,新竹縣湖口鄉勝利村四維路24號,"24.8621959,121.02172",1,1627.0,
欣銓科技公司,大樓,HNL00310,勝利村,新竹縣湖口鄉勝利村26鄰工業三路3-1號,"24.8667939,121.017049",2,7328.0,
進億電氣公司,公寓,HNL00311,鳳坑村,新竹縣新豐鄉鳳坑村14鄰坑子口668號之2號,"24.8955284,120.9750578",1,159.0,
必翔實業,公寓,HNL00312,上坑村,新竹縣新豐鄉上坑村2鄰坑子口169號,"24.9006836,120.9714944",1,854.0,
興達股份有限公司,公寓,HNL00313,中崙村,新竹縣新豐鄉中崙村9鄰中崙路291之1號,"24.8874621,121.0069174",1,4921.0,
輝瑞科技,公寓,HNL00314,中崙村,新竹縣新豐鄉中崙村9鄰中崙路290之1號,"24.8979939,121.0077058",1,259.0,
多多良企業股份有限公司,公寓,HNL00315,重興村,新竹縣新豐鄉重興村建興路2段596巷11號,"24.8955362,120.987865",1,329.0,
鼎立金屬,公寓,HNL00316,重興村,新竹縣新豐鄉重興村17鄰建興路2段372號,"24.9011556,120.9872991",1,2668.0,
元力鋼纜公司,公寓,HNL00317,鳳坑村,新竹縣新豐鄉鳳坑村14鄰坑子口669之1號,"24.8968668,120.9736054",1,181.0,
元力鋼纜公司,公寓,HNL00318,鳳坑村,新竹縣新豐鄉鳳坑村14鄰坑子口670號之1號,"24.8958823,120.9742584",1,67.0,
新豐鄉公所,公寓,HNL00319,重興村,新竹縣新豐鄉重興村2鄰新市路93號,"24.9007026,120.9852313",1,4120.0,
碧悠電子,公寓,HNL00320,重興村,新竹縣新豐鄉重興村17鄰建興路2段468巷12號,"24.8917001,120.9877135",1,101.0,
士林電機,公寓,HNL00322,中崙村,新竹縣新豐鄉中崙村中崙路234號,"24.8979939,121.0077058",1,140.0,
安星製藥,公寓,HNL00323,鳳坑村,新竹縣新豐鄉鳳坑村14鄰坑子口189號之2號,"24.891884,120.973625",1,183.0,
皇家社區,大樓,HNL00324,重興村,新竹縣新豐鄉重興村13鄰自立36巷27號,"24.9015968,120.9861981",1,2645.0,
一品大廈,大樓,HNL00325,重興村,新竹縣新豐鄉重興村11鄰新庄路135號,"24.9020567,120.989133",1,1212.0,
中國製藥,公寓,HNL00326,上坑村,新竹縣新豐鄉上坑村2鄰坑子口182號之1號,"24.9006836,120.9714944",1,948.0,
聯合利華公司,公寓,HNL00327,新豐村,新竹縣新豐鄉新豐村1鄰新和路150號,"24.9163043,120.9832235",1,205.0,
蓮花工業,公寓,HNL00328,上坑村,新竹縣新豐鄉上坑村11鄰坑子口438號,"24.8894079,120.9774484",1,260.0,
滿庭芳大樓,公寓,HNL00329,重興村,新竹縣新豐鄉重興村6鄰振興街54巷67號,"24.9043356,120.9884279",1,993.0,
新豐鄉公所圖書館,公寓,HNL00330,重興村,新竹縣新豐鄉重興村12鄰建興路二段明德巷24號,"24.884201,120.9936003",1,353.0,
